Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Salary,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Years_At_Company,YearsInCurrentRole,Years_Since_Promotion,YearsWithCurrManager,Attrition_Flag
38,No,Travel_Rarely,Research & Development,9,2,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2288,No,3,3,2,3,3,2,2,2,1,0
31,No,Travel_Rarely,Research & Development,12,1,Medical,3,Female,3,1,Research Scientist,4,Married,3929,Yes,4,3,7,0,3,4,2,0,2,0
34,No,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,No,3,4,9,3,3,3,2,1,2,0
41,Yes,Travel_Rarely,Sales,20,2,Marketing,2,Female,3,1,Sales Representative,2,Single,3140,Yes,4,4,4,5,2,4,3,0,2,1
50,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,No,3,4,5,2,2,3,2,0,2,0
53,No,Travel_Rarely,Research & Development,13,2,Medical,4,Female,4,2,Manufacturing Director,1,Divorced,4450,No,3,3,5,3,3,4,2,1,3,0
33,No,Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,1,Research Scientist,2,Married,2756,No,3,4,8,5,3,8,7,1,6,0
40,No,Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,5,Manager,3,Married,19033,No,3,2,21,2,3,20,8,9,9,0
55,No,Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,5,Research Director,2,Single,18722,No,3,4,36,3,3,24,15,2,15,0
34,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,2,Manufacturing Director,3,Married,9547,No,3,3,10,2,2,10,9,1,9,0
51,No,Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,4,Healthcare Representative,2,Single,13734,No,3,3,21,6,3,7,7,1,0,0
52,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,5,Manager,3,Married,19999,No,3,1,34,5,3,33,18,11,9,0
27,No,Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,1,Research Scientist,2,Single,2279,No,3,4,7,2,2,7,7,0,3,0
35,Yes,Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,2,Manufacturing Director,3,Married,5916,Yes,3,1,8,1,3,1,0,0,1,1
43,No,Non-Travel,Research & Development,7,3,Medical,4,Male,4,1,Research Scientist,4,Divorced,2089,No,3,4,7,3,4,5,4,2,2,0
45,No,Non-Travel,Research & Development,2,2,Medical,1,Male,2,4,Manager,4,Married,16792,No,4,4,22,1,3,20,8,11,8,0
37,No,Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,1,Research Scientist,1,Married,3564,Yes,3,1,8,3,2,8,7,1,7,0
35,No,Travel_Frequently,Research & Development,2,3,Medical,2,Female,3,2,Laboratory Technician,2,Single,4425,No,3,4,10,5,3,6,2,1,2,0
42,No,Non-Travel,Research & Development,21,2,Medical,3,Female,3,2,Manufacturing Director,3,Divorced,5265,No,3,2,11,5,3,5,3,0,2,0
38,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6553,No,3,2,14,3,3,1,0,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Married,6261,No,3,1,9,3,1,7,7,1,7,0
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,3,Male,2,2,Manufacturing Director,1,Married,4298,No,3,3,6,1,3,2,2,2,0,0
49,No,Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,2,Manufacturing Director,4,Divorced,6804,Yes,3,1,7,0,3,7,7,1,7,0
34,No,Travel_Frequently,Research & Development,10,4,Medical,4,Male,3,1,Research Scientist,3,Divorced,3815,Yes,3,4,5,4,4,5,3,2,0,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,2,Laboratory Technician,4,Married,2741,Yes,3,3,15,2,4,7,2,3,7,0
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,2,Healthcare Representative,1,Married,6673,Yes,3,2,17,2,3,1,0,0,0,1
29,Yes,Travel_Rarely,Sales,27,3,Marketing,2,Female,3,3,Sales Executive,4,Married,7639,No,4,4,10,3,2,10,4,1,9,1
22,No,Travel_Rarely,Research & Development,5,3,Life Sciences,4,Male,4,1,Research Scientist,2,Divorced,2328,Yes,3,1,4,2,2,4,2,2,2,0
36,No,Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,1,Laboratory Technician,4,Single,2153,No,3,1,8,2,3,8,1,1,7,0
40,No,Non-Travel,Research & Development,9,5,Life Sciences,4,Male,2,2,Healthcare Representative,4,Married,4876,No,3,4,5,5,1,3,2,0,2,0
46,No,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,No,3,3,17,3,3,4,2,0,3,0
32,Yes,Travel_Rarely,Sales,4,4,Medical,4,Male,1,3,Sales Executive,4,Married,10400,No,3,3,14,2,2,14,8,9,8,1
30,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Manufacturing Director,3,Single,8474,No,4,3,12,2,3,11,8,5,8,0
27,No,Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,2,Sales Executive,3,Single,9981,No,3,4,7,2,3,7,7,0,7,0
51,No,Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,3,Research Director,2,Married,12490,No,3,4,16,5,1,10,9,4,7,0
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,1,Research Scientist,1,Single,2657,Yes,3,3,8,5,3,5,2,0,4,1
41,No,Travel_Rarely,Sales,6,3,Life Sciences,4,Female,3,3,Manager,4,Single,13591,Yes,3,3,16,3,3,1,0,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,3,Female,2,2,Sales Executive,1,Single,6696,No,3,3,9,5,2,6,3,0,1,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,1,Research Scientist,3,Single,2058,No,3,4,7,1,2,6,2,1,5,1
45,No,Non-Travel,Sales,6,3,Medical,4,Female,2,3,Sales Executive,4,Single,8865,No,3,4,23,2,3,19,7,12,8,0
54,No,Travel_Rarely,Sales,3,3,Marketing,4,Female,3,2,Sales Executive,1,Married,5940,No,3,4,16,4,3,6,2,0,5,0
36,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,2,Laboratory Technician,2,Single,5914,No,3,4,16,3,4,13,11,3,7,0
33,No,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,No,4,4,7,3,3,3,2,1,1,0
37,No,Travel_Frequently,Research & Development,11,3,Other,2,Male,3,3,Research Director,4,Divorced,12185,Yes,3,3,10,1,3,10,8,0,7,0
38,No,Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,3,Sales Executive,3,Divorced,10609,No,3,3,17,6,2,16,10,5,13,0
31,No,Non-Travel,Research & Development,1,4,Medical,3,Male,1,2,Manufacturing Director,3,Married,4345,No,3,4,6,2,3,5,4,1,4,0
59,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,2,1,Research Scientist,4,Married,2177,No,3,1,7,6,3,1,0,0,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,Male,3,1,Sales Representative,4,Divorced,2793,No,3,3,13,2,3,9,8,5,8,0
29,No,Travel_Frequently,Sales,1,1,Medical,2,Female,3,3,Sales Executive,4,Married,7918,No,3,4,11,5,3,11,10,4,1,0
35,No,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,3,Sales Executive,3,Single,8789,No,3,1,10,3,4,10,7,0,8,0
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,1,Research Scientist,4,Single,2389,Yes,3,3,4,3,2,4,3,0,1,1
52,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,2,1,Laboratory Technician,4,Single,3212,No,3,2,6,3,2,2,2,2,2,0
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,5,Manager,4,Married,19232,No,3,4,22,3,3,22,17,11,15,0
59,No,Travel_Rarely,Human Resources,6,2,Medical,2,Male,3,1,Human Resources,3,Married,2267,No,3,4,7,2,2,2,2,2,2,0
50,No,Travel_Rarely,Sales,1,4,Medical,4,Female,3,5,Manager,4,Divorced,19517,No,3,3,32,3,2,7,0,0,6,0
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,Yes,3,3,8,2,1,5,4,0,4,1
43,No,Travel_Rarely,Sales,16,3,Marketing,4,Female,3,4,Manager,4,Married,16064,Yes,4,3,22,3,3,17,13,1,9,0
33,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,No,4,1,13,3,4,9,7,1,7,1
52,No,Non-Travel,Sales,2,4,Life Sciences,1,Male,2,5,Manager,3,Single,19068,Yes,3,4,33,2,4,33,7,15,12,0
32,No,Travel_Rarely,Sales,4,2,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,No,3,1,6,5,3,4,3,1,2,0
32,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,Yes,3,4,4,2,1,3,2,1,2,1
39,No,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,No,3,3,7,1,3,3,2,1,2,0
32,No,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,No,3,1,4,2,3,3,2,2,2,0
41,No,Travel_Rarely,Research & Development,19,2,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,No,3,1,17,2,2,1,0,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,No,3,1,9,3,3,9,8,4,7,0
45,No,Travel_Rarely,Research & Development,1,3,Other,3,Male,4,5,Manager,4,Married,19202,No,3,3,25,2,3,24,0,1,7,0
31,No,Travel_Frequently,Research & Development,3,4,Medical,2,Male,3,3,Research Director,3,Divorced,13675,No,3,1,9,3,3,2,2,2,2,0
33,No,Travel_Rarely,Research & Development,5,4,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,No,3,3,2,2,2,2,2,0,2,0
34,No,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,No,3,2,13,3,3,11,9,5,9,0
37,No,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,No,3,1,17,2,2,3,1,0,2,0
45,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,No,3,4,9,1,3,3,2,0,2,0
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,No,3,2,17,5,3,1,0,0,0,1
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,No,4,4,20,1,3,19,6,11,8,0
29,No,Travel_Rarely,Research & Development,15,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,No,3,1,6,1,3,6,5,1,5,0
42,No,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,Yes,3,3,10,1,3,3,2,0,2,0
29,No,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,No,3,4,10,2,3,3,2,0,2,0
25,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,No,3,4,5,3,3,4,2,1,2,0
42,No,Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,Yes,3,3,10,4,3,9,6,7,8,0
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,5,Research Director,3,Divorced,19436,No,3,4,22,5,3,21,7,3,9,0
51,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,No,3,2,1,0,2,1,0,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,No,3,2,6,2,4,5,4,1,4,1
32,No,Travel_Frequently,Research & Development,7,3,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,No,4,3,5,3,1,5,1,0,3,0
38,No,Non-Travel,Sales,2,2,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,No,3,4,13,0,3,8,7,7,5,0
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,No,3,4,9,5,3,6,2,0,4,0
46,No,Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,4,Manager,2,Married,16872,Yes,3,2,28,2,2,7,7,7,7,0
28,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,No,3,3,5,5,1,0,0,0,0,1
29,No,Travel_Rarely,Sales,2,3,Medical,1,Male,2,2,Sales Executive,2,Married,6644,No,3,2,10,2,3,0,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,No,4,2,10,2,3,9,0,7,8,0
25,No,Non-Travel,Research & Development,5,2,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,No,3,4,6,2,3,6,3,1,5,0
45,No,Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,Yes,3,2,21,2,3,20,7,4,10,0
36,No,Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,No,3,3,16,4,3,15,13,10,11,0
55,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,5,Manager,1,Single,19045,Yes,3,3,37,2,3,36,10,4,13,0
47,Yes,Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,3,Manager,2,Married,11849,Yes,3,4,10,2,2,10,7,9,9,1
28,No,Travel_Rarely,Research & Development,9,3,Medical,4,Male,3,1,Research Scientist,4,Married,2070,No,4,4,5,3,2,5,2,0,4,0
37,No,Travel_Rarely,Sales,6,4,Medical,3,Male,3,2,Sales Executive,4,Married,6502,No,3,2,7,5,4,5,4,0,1,0
21,No,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,3230,No,3,1,3,4,4,3,2,1,0,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,Female,3,3,Research Director,4,Divorced,13603,Yes,3,1,15,2,3,5,2,0,2,0
35,No,Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,No,3,2,10,6,2,7,7,6,2,0
38,No,Travel_Rarely,Sales,7,2,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,Yes,4,3,8,3,3,8,0,7,7,0
26,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,No,4,1,6,6,1,6,5,1,4,0
50,No,Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,No,3,1,28,4,2,10,4,1,6,0
53,No,Travel_Rarely,Research & Development,3,4,Medical,3,Male,3,4,Research Director,3,Married,17584,Yes,3,4,21,5,2,5,3,1,3,0
42,No,Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,No,4,3,20,3,3,20,16,11,6,0
29,No,Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,No,3,1,10,3,2,10,7,0,9,0
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,5415,Yes,3,4,12,4,3,10,7,0,8,0
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,Yes,3,3,5,3,3,5,3,3,3,0
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,No,3,2,17,3,3,17,12,5,7,0
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,Yes,4,4,19,0,1,1,0,0,0,1
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,No,3,2,10,2,3,2,2,1,2,0
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,1,Laboratory Technician,2,Divorced,2373,Yes,3,4,5,2,3,3,2,0,2,1
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,No,4,4,5,3,3,5,3,0,2,0
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,Yes,3,4,22,4,3,3,2,1,2,0
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,No,3,4,10,2,3,8,0,7,7,0
31,No,Travel_Frequently,Sales,5,3,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,No,3,3,2,5,2,2,2,2,2,0
26,Yes,Travel_Rarely,Sales,4,4,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,Yes,3,2,8,0,3,8,7,7,4,1
37,No,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,1,Research Scientist,4,Married,2326,Yes,3,3,4,3,2,4,2,1,2,0
42,No,Travel_Frequently,Sales,26,3,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,No,3,4,23,2,4,20,4,4,8,0
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,No,3,3,0,2,3,0,0,0,0,1
35,No,Travel_Rarely,Sales,16,3,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,No,3,3,12,3,2,11,9,6,9,0
36,No,Travel_Frequently,Research & Development,18,4,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,No,3,4,4,2,3,1,0,0,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,No,3,4,13,3,3,4,1,1,2,0
41,No,Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,4,Manager,2,Single,16015,No,3,2,22,2,3,22,10,0,4,0
18,No,Travel_Rarely,Sales,10,3,Medical,4,Female,2,1,Sales Representative,3,Single,1200,No,3,1,0,2,3,0,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,No,3,3,9,2,3,8,3,0,7,0
31,No,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,No,3,2,10,3,2,8,7,7,7,0
39,No,Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,No,3,1,19,5,2,18,10,3,7,0
36,No,Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,No,3,3,11,3,3,9,8,0,8,0
32,No,Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,No,3,3,13,3,2,13,8,4,8,0
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,No,3,3,19,2,3,10,8,0,1,0
58,No,Non-Travel,Research & Development,1,4,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,5660,Yes,3,4,12,2,3,5,3,1,2,0
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,Yes,3,3,6,4,3,5,2,0,3,0
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,2,2,Human Resources,1,Married,6410,No,3,4,9,1,3,2,2,1,0,0
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,5210,No,3,1,24,2,3,24,9,9,11,0
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2695,Yes,3,2,3,2,1,2,2,2,2,0
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,4,Female,3,3,Manager,2,Married,11878,No,3,2,12,2,3,10,6,8,8,0
39,No,Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,4,Manager,1,Married,17068,Yes,3,4,21,3,3,21,9,11,10,0
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2455,No,3,1,9,5,3,8,7,1,7,0
49,No,Travel_Rarely,Research & Development,1,2,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,Yes,3,4,25,2,3,7,1,0,7,0
52,Yes,Travel_Rarely,Research & Development,8,4,Medical,3,Male,2,2,Research Scientist,2,Married,4941,No,3,1,11,3,2,8,2,7,7,1
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,Yes,3,2,4,2,2,4,3,1,2,0
32,No,Travel_Rarely,Sales,8,2,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,Yes,3,4,13,2,3,13,12,11,9,0
27,No,Travel_Rarely,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,Yes,3,1,5,3,3,5,4,0,4,0
31,No,Travel_Rarely,Sales,7,3,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,No,3,4,13,3,3,7,7,1,7,0
32,No,Travel_Rarely,Research & Development,2,4,Medical,1,Female,4,2,Research Scientist,4,Single,5055,No,3,3,10,0,2,7,7,0,7,0
28,Yes,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,Married,3464,Yes,3,4,5,4,2,3,2,2,2,1
30,No,Travel_Rarely,Research & Development,28,2,Medical,4,Female,3,2,Research Scientist,4,Married,5775,No,3,4,11,2,3,10,8,1,9,0
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,No,4,1,10,2,3,10,9,8,9,0
39,No,Travel_Frequently,Research & Development,7,2,Medical,3,Male,2,5,Manager,4,Married,19272,No,3,1,21,2,3,21,9,13,3,0
39,Yes,Travel_Rarely,Sales,3,2,Medical,4,Female,3,2,Sales Executive,3,Married,5238,Yes,3,1,12,3,2,1,0,0,0,1
33,No,Travel_Frequently,Sales,10,3,Marketing,2,Male,2,2,Sales Executive,4,Single,4682,No,3,3,9,6,2,7,7,0,1,0
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,No,3,2,21,2,3,3,2,1,1,0
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,5257,No,3,2,9,3,4,9,7,0,0,0
27,No,Non-Travel,Sales,1,1,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,Yes,3,4,6,0,3,5,4,1,4,0
54,No,Travel_Frequently,Research & Development,20,4,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4869,No,3,4,20,4,2,4,3,0,3,0
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,No,3,1,10,1,2,1,0,0,0,0
45,No,Travel_Rarely,Research & Development,8,4,Other,4,Male,3,2,Research Scientist,4,Married,3697,No,3,1,12,3,3,10,9,9,8,0
40,No,Travel_Rarely,Sales,1,2,Medical,2,Male,1,2,Sales Executive,4,Married,7457,Yes,4,3,6,2,2,4,3,0,2,0
29,Yes,Travel_Rarely,Research & Development,8,4,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,Yes,3,4,7,4,2,7,7,0,7,1
29,No,Travel_Rarely,Research & Development,9,5,Other,2,Male,2,1,Laboratory Technician,4,Single,3983,No,3,3,4,2,3,3,2,2,2,0
30,No,Travel_Rarely,Sales,5,3,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,No,3,3,10,2,3,10,9,1,2,0
27,No,Travel_Rarely,Sales,8,4,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,No,3,1,8,3,3,8,7,0,7,0
37,No,Travel_Rarely,Research & Development,5,2,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,No,3,3,8,2,2,6,2,0,4,0
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,Yes,3,2,12,3,3,11,10,2,9,0
31,No,Travel_Rarely,Research & Development,7,4,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,Yes,3,3,11,2,2,11,9,4,10,0
29,No,Travel_Rarely,Sales,10,1,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,Yes,3,1,7,2,3,7,7,1,7,0
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,8095,No,3,4,17,5,3,16,6,0,13,0
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,No,3,3,4,2,2,4,2,0,2,0
41,No,Travel_Rarely,Research & Development,6,3,Medical,4,Male,2,2,Manufacturing Director,2,Single,6032,Yes,3,4,8,3,3,5,4,1,2,0
47,No,Travel_Frequently,Sales,4,1,Medical,2,Male,3,2,Sales Representative,3,Single,2976,No,3,1,5,3,3,0,0,0,0,0
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,No,3,2,16,2,3,1,0,0,0,0
29,No,Non-Travel,Sales,2,3,Life Sciences,4,Male,3,2,Sales Executive,3,Married,4649,No,3,1,4,3,2,4,3,0,2,0
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,3,Male,3,1,Human Resources,3,Divorced,2696,Yes,3,3,4,5,3,3,2,1,0,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,3,Female,3,1,Laboratory Technician,2,Married,2370,No,3,3,8,4,3,8,0,0,7,0
48,No,Travel_Rarely,Sales,29,1,Medical,1,Female,3,3,Manager,3,Married,12504,No,4,2,15,3,1,0,0,0,0,0
37,No,Travel_Rarely,Research & Development,6,3,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,Yes,3,1,13,2,3,7,7,6,7,0
30,No,Non-Travel,Sales,25,2,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,Yes,3,2,4,2,4,2,2,2,2,0
